slug,age,height,position
michael-keane,32,191.0,Defender
james-tarkowski,32,185.0,Defender
iliman-ndiaye,25,180.0,Forward
timothy-castagne,29,185.0,Defender
joshua-king-2007-01-03,18,187.0,Midfielder
willian-borges-da-silva,36,175.0,Forward
issa-diop,28,194.0,Defender
harry-wilson,28,173.0,Midfielder
raul-alonso-jimenez-rodriguez,34,190.0,Forward
rodrigo-muniz-carvalho,24,178.0,Forward
calvin-ughelumba,25,185.0,Defender
adama-traore-diarra,29,178.0,Forward
sasa-lukic,28,183.0,Midfielder
tom-cairney,34,185.0,Midfielder
carlos-vinicius-alves-morais,30,190.0,Forward
bernd-leno,33,189.0,Goalkeeper
emile-smith-rowe,24,182.0,Midfielder
kenny-tete,29,180.0,Defender
andreas-hoelgebaum-pereira,29,178.0,Midfielder
samuel-amissah,18,184.0,Defender
jorge-cuenca-barreno,25,190.0,Defender
kouassi-ryan-sessegnon,25,178.0,Midfielder
alex-iwobi,29,180.0,Forward
antonee-robinson,27,183.0,Defender
reiss-nelson,25,175.0,Forward
joachim-andersen,29,192.0,Defender
sander-berge,27,195.0,Midfielder
steven-benda,26,192.0,Goalkeeper
martial-godo,22,169.0,Forward
harrison-reed,30,181.0,Midfielder
